review,sentiment
很多人帶小孩來，環境寬敞，不過坐在機器送餐尾端的位置很吵，都是機器運轉的聲音,positive
跟爭鮮比，多了趣味性，現點現做現吃也比較新鮮，雖然價格相對高了點，但如果有點飯或麵，不用花大錢也能吃得飽……😊 …,positive
為什麼這半顆橘子要50塊,negative
最愛吃迴轉壽司😘 …,positive
出餐快速，滿300就能抽獎一次，但中了兩次奬只送來一張折價券，不過還是吃得很開心，推！,positive
好安靜的壽司店,positive
就沒有樂趣 東西選擇少又有點貴 如果要吃的話推薦吃爭鮮就好 然後那天去吃 店員帶位去坐廁所那邊1號桌。整個就是廁所味道配壽司 也吃不下了,negative
外帶也很美味,positive
"今天去等叫號時，在廁所排隊中看到一位女服務生扶一位老太太進廁所，還貼心的關上門。

看了非常感動～",positive
"變貴但是沒變好吃
點餐的系統也蠻爛的，一樣菜每次都只能點一盤，點完又會跳回首頁，很不方便
覺得爭鮮直接調漲就好，搞這樣真的沒比較好",negative
真的很難吃，不要走進去，有錢吃藏壽司，沒錢吃30塊爭鮮，再不濟夜市的10塊錢壽司吃起來也差不多,negative
環境、服務都不錯，但覺得食物的份量偏小了,positive
現時點餐吃的有點急~對於吃東西原本就較慢的人~時間不夠~想放鬆吃個飯~像跟時間在賽跑一樣~完全無法輕鬆自在吃飯……,positive
不懂我們外送取餐，為什麼外帶鮭魚壽司才8貫，檯面一堆在轉人也不多，卻要等15分才能拿，一進去就說要不要轉單，是在哈囉？,negative
鮭魚好吃，但其他太貴了。雖然送餐方式比較有趣，老人家或小孩會喜歡，但是CP值真的太低了,positive
很好吃尤其是鮭魚壽司❤️🫶🏻🫶🏻,positive
"上餐速度忽快忽慢  給人不甚滿意的體驗
桌子跟桌子之間沒有隔起來   不能自在的享受用餐時光且容易被其他客人影響",negative
原本的爭鮮，變奌爭鮮⋯（傻眼）東西變的也沒有以前爭鮮吃的那樣好吃，反而改名奌爭鮮重新裝潢後價錢提高 品質沒提高⋯這樣有比較好嘛？吃過一次奌爭鮮不會想再吃!!!,negative
外送等超久。每次都會遺漏餐點。還讓外送員跑兩次==不優,negative
"比爭鮮好還是不好 我是不知道
至少是現點現做 就比爭鮮好很多了
而且 份量比爭鮮大很多
2個人10盤 就解決了 花費才450",positive
沒想到爭鮮也有推出和藏壽司類似的點餐迴轉台，口味種類也較一般的店有所區隔，下次還會來嘗鮮,positive
空間不錯，價位雖比之前高，我想是因為重新裝潢及購置新設備吧！餐點樣式雖不多，且又限定時間，整體來說勉強可以給四星！,positive
取消每桌有個垃圾桶的服務，我覺得沒有垃圾桶整個桌面會很雜亂，畢竟用餐巔峰時間不會常收空盤跟桌面的,positive
不新鮮，吃完回家狂拉肚子，鮭魚壽司上面的鮭魚薄又支離破碎，觀感不是很好，有種被當冤大頭的感覺。,negative
和風料理小而美可多重品嘗口感,positive
喜歡這種現做現點現吃，食材的新鮮度才是最夠的，這間爭鮮比他間都還要好吃，重點在於新鮮。,positive
"鯖魚好吃
座位設計偏狹窄
餐具等備品擺設較高，拿起來有點不順手
跟爭鮮迴轉壽司的差別在點餐才用軌道送上餐點
餐點內容差異不大",positive
"有夠難吃，壽司上面的配料軟爛到不知道在吃三小
鯖魚不新鮮而且整個盤子都是很厚一層油，唐揚雞軟骨一整坨炸在一起
cp值很低",negative
App 設計太爛點餐只能點一份 螢幕反應又慢 人工收碗 要學藏壽司 也專業一點 更別說壽司的風味了 黃昏市場一盒35塊的都比爭鮮好吃 爛透了！,negative
新式的列車點餐方式，感覺上更新鮮，不過少了迴轉的感覺店內顯些單調，感覺可以在列車臺附近做些裝飾,positive
好吃，新鮮，快速,positive
餐點種類有增加一些，食材鮮度也提升不少。,positive
"以前曾常常到爭鮮用餐
改版後 米飯變的難吃 生魚片不新鮮
吃完拉肚子 還皮膚過敏
雖然設備更新 但食材新鮮度大大降低
以後再也不敢去用餐了",negative
海鮮是更新鮮 環境是更舒服的 可是美中不足是米飯吃了兩次  這家店竟然吃起來硬硬不好吃  種類也沒有傳統店多樣,positive
食材整體都比爭鮮好一個檔次，很多日本直送的食材，所以價位也算合理，想吃壽司會再去,positive
握飯變小了，握壽司小了很多，價格平均起來貴了一倍，點餐系統太爛，每點一次菜又跳回首頁，又要重新找，感覺都在忙著點菜，,negative
新店新營業模式,positive
有時可以吃到大隻螃蟹夾肉！,positive
比爭先貴又難吃，旁邊有壽司郎我竟然選點爭先，失敗,negative
東西好吃又好玩，只是座位狹窄了點，品項也不多，但整體感覺還不錯,positive
"真的只有鮭魚握壽司能吃
其他的就soso
甚至有點東西比普通爭鮮還小個
我還不如去吃爭鮮就好

另外
吃飯很慢的人就別去了
以上",negative
壽司新鮮平價，該店去過一次，居然不用排隊就有位置，高雄草衙道店常常要排隊。,positive
服務人員態度親切，壽司和冰淇淋也好吃！,positive
菜色組合多樣性，集日式料理，海產店，燒烤店，拉麵店，速食店特色於一身，現點現做，每種食物都到味新鮮好吃，勝過爭鮮太多了！,positive
與先前爭鮮點菜方式不一樣，餐點種類亦不太相同，但還不錯吃啦！,positive
點爭鮮比爭鮮好吃，但是比較貴一些,positive
東西好吃，但是服務不是很好，要個薑片要說三次，結帳小姐時也沒有尊重客人，草草結帳,negative
餐點、環境都不錯，唯一待改進的是兒童餐使用的新幹線餐盤手拿的部分有點油膩。,positive
魚料不夠結果端出奇葩的壽司，然後炸雞軟骨有整塊沒肉雞皮，服務人員怕麻煩隨便扯謊，非常令人失望的體驗,negative
東西跟一般爭鮮的品質一樣，卻硬是貴了許多，感覺就是吃裝潢跟噱頭，絕不會再來第2次。,negative
還行，因我本身就愛吃生魚片，所以感覺還蠻鮮的,positive
"好吃，幾年沒來，店內氣氛控管跟菜色都很好。
推推推",positive
"東西很多 比隔壁的壽司郎好吃
但吃完隔天嘴唇腫起來不知道是不是海鮮不新鮮？",positive
可以自在的點餐不用一直麻煩店員 ，也不用一口氣點完，邊吃邊加點的悠閒吃飯是很舒服的享受。,positive
不錯，剛整修完煥然一新，菜色的部份能再多一點點，價格再稍微低點就完美了,positive
不錯吃，喜歡吃壽司的人因該覺得食材好吃，不過價格是個人考量。,positive
鮪魚出乎意料的好吃,positive
現場點馬上做食材很新鮮,positive
"跟以前比起來貴了一些
不過精緻度也有些提高
種類也更多樣化
跟以前一樣的地方就是常常需要排隊…",positive
這次用餐已經是手機點餐還蠻方便的,positive
吃了超過1800，一次都沒中！今天連炙燒都是「冷的」。不推薦。,negative
餐點多樣化，但口味稍微比中華店差一點，不過店員收空盤速度很快，值得讚許！,positive
以同形式餐廳類來比較，座位隔間距離實在太近，很有壓迫感,positive
帶小朋友去要注意，因為是用平板點餐，所以按下去就要結帳了。是個很有去的點餐法,positive
壽司樣式多變，時常有新產品，口味新鮮好吃,positive
服務很棒，遇到點餐出錯，很親切的幫我們處理並致歉，真是謝謝妳了，給我們一個很愉快的用餐經驗,positive
很特別，用平板點餐，由小火車直送，餐點很不錯，推薦炸軟殼蟹和鮑魚很美味。,positive
推薦蛤蜊烏龍麵（些微偏鹹但是味道很好）和炸雞軟骨～真的不知道要吃什麼的時候就會來吃一下,positive
鮭魚越切越小塊跟爭鮮大小差不多了還要40元,negative
"料理大多很好吃！
但用餐時間只有1小時，帶小孩去吃時間稍短，每次去都要去注意時間。",positive
"東西不新鮮就算了,有一個胖女生態度超級差，絕不去第二次",negative
"小孩最愛兒童餐，用餐時間為90分鐘。
免費茶包 熱水，免費薑片，免費山葵調味包。",positive
餐點較舊版的爭鮮多元，更容易吃飽~餐點也比較精緻 蒸蛋一樣好吃,positive
"吃個飯火車晃來晃去不舒服    又很貴吃不飽   line點數只能用在爭鮮嗎
不會再去",negative
價格跟壽司郎差不多，滿300的遊戲連解說都沒有，很沒誠意,negative
我覺得蠻好吃的，但有點貴，如果想吃高級的日本料理，可以直接去日式料理店,positive
現在已經改成電子點餐，品項更大更好吃，出餐用特快車送至面前，很快速很好玩。,positive
價格還可以，食材確實比爭鮮好，但是種類略少，例如飲料。,positive
價位偏高，好處是比一般爭鮮多種選擇，但是菜單假日的比較好,positive
點餐後，自動送餐的速度很快，保留爭鮮大部分的壽司，還有我超喜歡的日式綠茶,positive
食材不優價格也不優，這價位不如去吃壽司郎,negative
東西不錯吃 重點我女兒喜歡 所以一個月都要來2～3次,positive
比迴轉時期貴滿多的，點菜送餐方式很方便跟特別，想快速用餐是好選擇。,positive
"火車送餐很吸引兒童的目光
適合親子用餐的環境",positive
打烊時間晚上9:30，9:05分到說休息了#@¥%*～,negative
"爭鮮變相漲價版本
口味與爭鮮一樣但價錢不低 一樣花費會選擇其他品牌",negative
價格比較高，選擇性沒有比較多，而且平板點餐還漏單，還是一般爭鮮好~,negative
餐點好吃，用餐環境優,positive
冰淇淋吃起來跟麥當勞的差不多 最好吃的居然是糰子🤦 壽司比原本的爭鮮還難吃 …,negative
"除了壽司
現在還有熱食了
雖然價位變貴,但是餐點也變得比較有質感
值得推薦",positive
點餐的方式很有創意很有噱頭 但是餐點內容真的不怎麼樣 大概就是一次店,negative
爭鮮真的有與時俱進，無論是餐點及環境與服務!挺好的!記得要先預約喔！,positive
壽司還不錯，服務人員很棒，廁所小了點，附近停車很多公有場地。,positive
外賣餐點包裝感覺很乾淨，選購付款流程順暢,positive
點餐方式新奇有趣，不過店內冷氣開太強，像在冷凍庫吃東西。,positive
還不錯，真的是現點先做，比爭先的品質好很多，價位卻沒高多少。,positive
喜歡這樣的改變，日本的部分餐廳也是如此，食材也會比較新鮮，服務員也不會怠慢了客人,positive
因疫情故人少 反而適合現在去吃,positive
好吃，有時一個禮拜會吃兩三次，可以發VIP給我了!!!,positive
把錢都投資在點餐送餐系統上，吃的東西和之前一樣乏善可成，價格還變貴ㄆㄆ,negative
小朋友喜歡小火車送餐，好玩~但硬是比其它爭鮮價格高……,positive
"只能說退步到不能再退
品質已經嚴重退步",negative
喜歡在這用餐，但第一次遇到1:52:56櫃台服務小姐態度超不屑的！,negative
"有新鮮，菜色多，多選擇，除了壽司還有肉類，推薦烏龍麵，好吃湯頭好，麵,Q。",positive
吃過一次後，不會想再去，或許和我想的不一樣,negative
因為是點了才送來，感覺比一般迴轉壽司新鮮衛生,positive
外帶 品質不錯。包裝也很理想,positive
"不推薦
以前的迴轉壽司比較好
現在東西變貴了東西變大了沒錯但是已經沒那麼好吃了",negative
爭鮮，請加油。飯跟皮....,positive
"牡蠣實在太好吃了
每次都一定要吃上6顆才會過癮❤",positive
以前都在擔心一個人怎麼吃日本料理，現在都來這家吃，東西出的快也蠻多樣化的。,positive
主要是吃噱頭，跟之前的爭鮮比，貴又不飽，誠心覺得以前的爭鮮比較好！！,negative
"壽司米飯太乾，口感不好，炸蝦的面衣太硬，環境OK,東西真的不ok",negative
跟開幕的時候對比差很多，我還比較懷念以前一盤30的時候,negative
只因改用平板電腦點餐就提高售價，顯然還有改善的空間。,negative
服務很週到，設備很便利，只是菜色少一點,positive
小孩覺得很新奇，選擇與用的材料感覺比一般爭鮮好一點,positive
餐點好吃美味，小孩很愛來,positive
"現點現做
食材新鮮好吃",positive
東西快速，服務人員態度好，下次還來,positive
變貴太多 而且種類也變少 只會去一次 現在都改去海佃路那間吃了,negative
價錢變貴了，菜色種類也不多，還是以前的好!,negative
環境很棒 乾淨衛生 餐點依舊美味,positive
貴！ 以前看到實體有豐富感,negative
好吃～服務人員態度也很好👍 …,positive
因為是現點現做，食物還算新鮮，別於傳統的火車壽司,positive
態度差，座位小，難吃又貴，花一堆錢還肚子餓,negative
上菜方式很特別，但要以男性食量吃到飽會偏貴,positive
"鮭魚三貫的 「煙燻」，薄到蓋不住飯，

還是多走幾步吃隔壁的壽司x",negative
就改成現點現作模式 雖然消費稍貴 但至少食材新鮮,positive
"越來越沒什麼可以覺得好吃了
或許是跟壽司郎比 越來越差！",negative
價位適當，選擇多元，適合男女老少一家人用餐的好地方。,positive
料理新鮮、好吃，茶碗蒸味道較淡，然後都沒抽到獎😂😂😂 …,positive
男副店長態度很好，東西好吃選擇比旋轉爭鮮還多。,positive
食材很新鮮，選擇又多樣，價格也很親民唷～,positive
環境很好👍🏻,positive
比爭鮮貴 還比較不新鮮 只有送餐比較新奇 不想再去,negative
隨自己喜歡點餐，很不錯，乾淨，價格可以，炸物不錯,positive
鮭魚新鮮好吃！大推！,positive
東西出餐快，店員禮貌，大間，唯一缺點等比較久,positive
服務態度優👍,positive
"外帶做有夠久
明明沒客人
卻等了40分
不知道到底在幹什麼",negative
好玩，但單價比較高，適合帶孩子吃飯,positive
每桌配置IPAD點餐，然後用新幹線火車送餐，好吃又有趣。,positive
高鐵遞送壽司，讓小孩可以玩，也能吃飽，讚！,positive
改了裝潢，菜單，價錢，品質卻沒有比較好，冰淇淋最好吃,negative
雖然點餐方便，每盤40元算是有點貴,positive
"現點現做！新幹線小朋友會喜歡””
可現金也可刷卡哦”",positive
餐點好吃，現點現做，小朋友喜歡跑來跑去的火車。,positive
出單迅速，但熱食部份溫度不夠Ex:味增湯不夠熱,positive
經營模式改變，價位變高，但食材有更好，還值得吃。,positive
連鎖店品質穩定 廁所乾淨,positive
創意新，點菜速度普通，這次的魚鮮感覺不優,negative
餐點比以往新鮮，新幹線兒童餐好吸睛+討喜,positive
鮭魚握壽司經太多，跟服務人員反應還是一樣沒改善！,negative
較一般爭鮮有著不同的點餐方式，不用盯著轉盤等待。,positive
環境還不錯，整齊乾淨，但東西選擇品項不多。,positive
"用平板點餐,口味比爭鮮多,店長人很不錯!!",positive
商品現作新鮮，用餐環境舒適，但商品欠缺多元化,positive
蠻乾淨的地方，東西也蠻好吃的,positive
"手機掃qrcode點餐，磁浮列車送餐，
餐點美味，好吃",positive
現點現做，速度快，假日附近不好停車，素食選擇性不多。,positive
相較爭鮮，更喜歡現點出餐的點爭鮮，選擇性多，不踩雷,positive
"東西少，份量少，cp值不高。
動線不好，老人家很不方便。",negative
真的很好吃喔！料多味美又新鮮~讚喔!~,positive
新甜點蠻好吃的,positive
快速便利的用餐地點，食材就一分錢一分貨，不用太挑剔,positive
平價..挑東西吃還是不錯的店，清淡簡單的店,positive
食物還算新鮮,positive
東西沒有什麼特別差異，改用平板就變比較貴，漬。,negative
台南市的天氣非常適合住人。尤其是上了年紀的人。,positive
兒童餐出乎意料，有些沒退冰完，有些炸物又硬又冷。,negative
東西一般比平常的爭鮮回轉壽司還貴，不值,negative
好停車 有美味可口餐點,positive
"環境不錯,上菜快很方便,服務很好",positive
環境新奇，點送餐系統有趣，食物中上，價格偏高,positive
可樂餅出乎意料的好吃但座位真的有點小,negative
土瓶湯附的小碗有破損，這需要改進,positive
比起回轉壽司感覺用平板電腦點餐真的好很多,positive
孩子的最愛，環境佳，食材也算新鮮,positive
乾淨衛生   很好ㄘ  服務人員很可愛❤ (實習生01,positive
食材品質比迴轉壽司好很多也更好吃,positive
平價而精緻的日式料理，適合全家聚會用餐。,positive
不錯吃，覺得以前的更好吃且便宜,positive
餐點種類多，服務好,positive
被兩組插隊店員也不制止,negative
感覺比以往的爭鮮還難吃 飯好硬 魚肉好凍,negative
不錯!用餐環境•機車可停放旁邊小公園,positive
選擇多 餐廳環境看起來蠻乾淨 價位也算合理,positive
是一家新鮮好吃的壽司店,positive
"不如從前 變貴又沒變好吃 極糞
難怪不用排隊",negative
創意滿點，餐點沒有落漆，美中不足的是服務員態度很冷淡,positive
只是用點的爭鮮，一次店。,negative
很滿意 讓我有機會認識到對面的壽司郎,positive
小朋友喜歡來看送餐列車，挺有新鮮感。,positive
變貴了，3個人吃破千。cp值不划算。,negative
餐點好吃♥️ 服務好👍🏻 …,positive
還是傳統旋轉壽司菜色多！新幹線噱頭居多！,negative
一直都很喜歡奌爭鮮,positive
喇賽 開講  賀所在。。团膳，飲食  好去處。 在下著雨滴的午後,positive
超級無敵喜愛，由其是小孩子，有出餐火車,positive
一個人用餐時最好的選擇,positive
兩人吃飽價格約500，口味不錯,positive
好吃，新奇，又好玩，全家坐一桌很舒適,positive
點餐方式夠噱頭，完全移植日本，口味尚可。,positive
方便快速的訂餐選擇，但建議提早訂位！,positive
蠻酷的，有小火車送餐，適合帶小孩子來,positive
食材新鮮，跟家人來非常多次👍🏼 …,positive
用氣浮式傳送點取的食品，算是新奇好玩,positive
小姐全部都臭臉 有事嗎 服務很差 爛死了,negative
新幹線運輸 超讚超速超靜音  食材一級棒,positive
不同的日式吃法.有點類似壽司郎,positive
電車運送很有趣，現點現做比較衛生新鮮,positive
邊吃邊玩，還不賴,positive
很快速，輕鬆，新鮮，親切。雖然點爭鮮比爭鮮貴😙 …,positive
好吃，食材新鮮，但覺得價格偏高,positive
服務人員，很客氣，出餐速度快,positive
"點餐方法有趣
慰勞小孩的好去處",positive
都很普通，但是是過了用餐時段的好去處,negative
食材新鮮，出菜很快，服務親切。,positive
價格合理 不過在車子頭尾的位置有點偏吵,positive
好吃，還有小遊戲可玩,positive
"蒲燒鯛魚握壽司有土味
海膽壽司也令人失望",negative
起士大蝦燒、蛤蠣烏龍麵還有炸螃蟹都好吃。,negative
東西新鮮又好吃，價位合理！,positive
快速用餐的好地方!用餐時間停車不好找@@,positive
上菜速度高，是個愉快環境,positive
醋飯太小，如果能改進這個就更好了,positive
平板點菜，上菜快速，炸物送來非常酥脆,positive
新鮮，好吃。而且方便點自己喜歡的菜色,positive
很爛，出餐慢，服務態度惡劣,negative
餐點現做新鮮、但偏小貴,positive
帶小孩子吃飯小孩子也能蠻有樂趣的,positive
環境清潔 舒適  花蛤烏龍麵好吃^^,positive
"新幹線的送菜,很新鮮",positive
菜單沒有其他店多，可能要現點...,negative
張家瓏好醜.....影響我的晚餐體驗,negative
壽司海鮮生魚都很新鮮又好吃,positive
新奇好吃，不過比原來的爭鮮略貴。,positive
用餐位置舒適，服務好～,positive
餐點未送到，副店長態度很差,negative
服務不錯，又有活動,positive
一人用餐還好，多人就不行,negative
"蚵仔壽司不像在吃蚵仔像是在吃冰棒
蚵仔上面還結霜",negative
機車蠻好停的 附近也有很多美食的選擇,positive
外送等了一個小時才制作好,negative
"食材豐富
送餐方式有趣
小孩喜歡",positive
團子超好吃🍡,positive
環境乾淨、食物ok,positive
點餐方便，送餐快速，食品新鮮。,positive
好吃，價格實惠,positive
一直是小孩喜愛的用餐地方,positive
魚肉薄了點，新鮮度尚可,positive
裝潢改變了，環境看來蠻不錯的,positive
海膽有兩種濃郁風味各有特色,positive
除非有人請 不然要踩進來是不可能了,negative
服務跟餐點都不錯。,positive
東西好吃服務態度好！_'',positive
沒有想像中優   感覺爭鮮還來的好一點,positive
假日不新鮮，生魚片離開冷藏太久,negative
醬油丸子吃完就沒有食慾了我的天,negative
明明有座位空著，卻要等半小時,negative
炙燒鮭魚很好吃，服務好！,positive
"不錯吃啦
爭鮮差不多都是這樣的",positive
餐點多樣性滿足各式口味需求,positive
第一次嚐鮮！感覺還不賴😁 …,positive
食材少樣化。不適合家庭聚餐,negative
自動化服務，很方便，也很快速，符合現代化的精神,positive
新鮮現點,positive
想吃壽司時候的好選擇……,positive
好吃、新鮮、環境舒適、價格公道,positive
好吃 迅速 樣式如果再多一些 更棒,positive
衛生舒適的用餐環境,positive
點爭鮮不如爭鮮  還是迴轉壽司好  點點的卡片,negative
每次來都能夠吃得飽飽der,positive
要吃的東西只要菜單有，現場就有,positive
兒子好愛，好玩，又好吃。,positive
蛤蜊麵湯頭好棒。價格合理。,positive
好吃，，食材新鮮，服務好。,positive
小朋友最樂的餐廳，好吃又好玩,positive
好停車 送餐快速,positive
偏貴，熟食建議增加品項,positive
還行,positive
東西好吃,positive
空間舒適，服務細心👍 …,positive
是訓練小朋友自行點餐的好地方,positive
新鮮感十足  適合帶小孩家人的地方,positive
"食材新鮮, 方便快速, 好吃～",positive
服務態度佳，餐點美味!,positive
口味佳，食材新鮮，用餐環境佳。,positive
好吃，新鮮快速，衛生好,positive
服務態度很好👍🏻笑臉迎臉 …,positive
整體來說還不錯 價格小貴,positive
是個很好的用餐地點唷～,positive
吃Cp值高壽司的好選擇。,positive
服務親切 上菜速度快新鮮,positive
"女兒很愛，
現點現做，火車送來",positive
食材新鮮，沙發的位置很舒服,positive
超級方便，愛吃啥點啥,positive
點餐很好玩，餐點略貴,positive
"環境OK,不會太難停車。",positive
比原本爭鮮貴上許多，喜歡原本的,negative
好吃不需要贅述😋 …,positive
比起其他分店沒那麼好吃,negative
多樣選擇，適合小家庭聚餐,positive
食材新鮮，員工訓練好,positive
方便快速的用餐地點,positive
空間舒服，上菜速度快。,positive
點餐方式更新，很新鮮,positive
品項比爭鮮多很多,positive
好拍好吃又好貴,positive
不錯，只是有些單價偏高,positive
好吃又方便，餐點迅速,positive
創新日本料理，獨特送餐方式。,positive
菜色變化多，好吃,positive
改成現點.感覺比較新鮮,positive
環境好，食材新鮮！,positive
很貴 東西變少又漲價,negative
東西很好吃喔,positive
偶爾吃上一頓是不錯的選擇,positive
乾淨、科技，不錯的用餐地點,positive
店員請切熱心,positive
好吃新鮮環境衛生親切,positive
蠻新鮮方便的用餐方式,positive
乾淨，整潔，出餐快速。,positive
好吃，店內裝潢不錯,positive
生魚品項不新鮮,negative
吃過就好，不難吃,positive
品質保鮮度增加，又有趣,positive
鮮度尚可，價位普通,positive
可以，點到系統當機,positive
生魚片新鮮，價格平價,positive
火車送餐樂趣多,positive
外帶有點太慢,positive
態度差 尤其是副開頭的,negative
環境整潔，食物新鮮,positive
新鮮送餐方式,positive
"讚👍
種類多樣",positive
迴轉壽司.環境好,positive
食材吃起來蠻鮮甜的,positive
新鮮，好吃，快速，舒適,negative
環境不錯，乾淨！,positive
服務親切，餐點美味,positive
越來越貴，品項越來越少,positive
還可以，就是貴,positive
"越來越退步
食材了無心意",negative
乾淨，好吃。,positive
好吃快速又乾淨,positive
還是以前的爭鮮比較習慣！,positive
方便、簡潔、快速、乾淨、舒服,positive
比爭鮮好吃，選擇多,positive
還可以餐廳還不錯,positive
服務人員態度很親切,positive
👍👍 …,positive
點餐超級方便,positive
環境衛生燈光明亮服務親切,positive
食物好吃有趣的用餐環境,positive
還好，價錢偏高,positive
適合小孩的日式餐飲店,positive
難吃的要死，倒一倒算了,negative
超值，空間、服務俱佳,positive
儲夠LINE points 必定到訪,positive
焦糖鮭魚讚讚🤩 …,positive
食材不像以往那麼多,positive
好吃😋服務態度好👍 …,positive
平板難用餐點速度慢,negative
乾淨快速，口味實在,positive
要吃飽要點很多,positive
位子很空 卻不能進去,negative
壽司好吃沒理由,positive
明亮乾凈，送餐快,positive
還有喜歡迴轉壽司,positive
這還不是普通的貴,negative
適合親子，停車方便,positive
軟體點餐系統不穩定,negative
CP值還不錯的選擇,positive
好吃，價格合理,positive
船型餐點大推😋 …,positive
快速有趣味道還不錯,positive
偶吃生魚片的好地方,positive
感覺比爭鮮好吃,positive
食材新鮮，口味不錯,positive
服務很好,positive
點爭鮮 新的迴轉壽司,positive
吃一般爭鮮即可。,negative
東西新鮮，價格合理,positive
好吃好玩好新鮮。,positive
食物平價也好吃。,positive
吃飯還要密碼⋯,negative
火車好可愛,positive
好玩，價格稍高,positive
就...一般的爭鮮,positive
很不錯，地雷不多,positive
偶爾會忘單。,positive
科技點餐，快速送餐,positive
👍 …,positive
方便，食材新鮮,positive
好爭好鮮,positive
肥美的鮭魚肚,positive
很乾淨，平價,positive
不錯吃喔！,positive
好吃的迴轉壽司店,positive
點餐方式得特別,positive
接近日本旋轉壽司,positive
東西好吃 服務好,positive
好吃又乾淨,positive
比中華路還差,negative
還滿好吃的,positive
服務人員很親切,positive
比爭鮮好很多！,positive
有小孩愛吃的,positive
親子餐廳的風格,positive
東西多樣，新鮮。,positive
東西比爭鮮多元,positive
上菜快，質量好,positive
樣式很多的壽司店,positive
好吃不油膩,positive
沒得選中的選擇,positive
好吃 但小貴,positive
新鮮美味,positive
新鮮,positive
環境乾淨舒服,positive
種類比爭鮮豐富。,positive
小孩很喜歡。,positive
平價 食物新鮮,positive
不錯 比爭鮮好,positive
蛤蜊麵味道鮮美,positive
服務人員超好的,positive
就一般般的爭鮮,positive
一般般囉,negative
CP值不錯,positive
點餐迅速方便,positive
適合全家大小,positive
方便的壽司連鎖店,positive
有在創新 棒,positive
新鮮壽司 好吃,positive
廁所很髒,negative
服務平平 東西普普,negative
變了，不愛了,positive
還算ok,positive
好吃難停車,positive
現在不用排隊,positive
用餐環境優良,positive
食材新鮮，味美,positive
好吃服務好,positive
好吃的壽司在爭鮮,positive
服務好,positive
好吃又新鮮,positive
想吃什麼點甚麼,positive
非常舒適,positive
已經結束營業,positive
還算可以,positive
價錢變貴了,negative
喜歡這環境,positive
真的難吃,negative
續攤n次,positive
推陳出新的好味道,positive
無時無刻都是人,positive
吃完馬上拉肚子,negative
就……  爭鮮嘛！！,positive
食材不錯,positive
不錯,positive
服務不錯,positive
有新鮮玩意,positive
快速又簡單,positive
貴了點。,positive
服務不錯,positive
讚,positive
小孩最愛的地方,positive
還不錯,positive
屹立不搖,positive
小朋友的最愛,positive
貴,negative
不錯吃。,positive
平價好吃,positive
用餐環境👍 …,positive
有點貴,positive
小孩喜歡的地方,positive
食材鮮味佳,positive
餐點好吃,positive
小孩喜歡的地方,positive
價格偏高,positive
好吃 新鮮,positive
簡單快速！,positive
還不錯,positive
吃飯不錯的選擇,positive
不錯,positive
服務好,positive
不錯,positive
還好,negative
難吃,negative
新鮮,positive
不錯,positive
不錯,positive
不錯,positive
樣式多樣,positive
東西不多,negative
不錯,positive
不錯喔,positive
不錯吃,positive
環境很棒,positive
餐點迅速,positive
價格太貴,negative
環境舒適,positive
讚 美味,positive
地點錯誤,negative
東西好吃,positive
新穎好吃,positive
鮭魚超棒,positive
不新鮮,negative
超讚的,positive
用餐舒適,positive
他們．,positive
蠻好的,positive
食材新鮮,positive
品質好,positive
食物新鮮,positive
食物新鮮,positive
"點餐系統後很有趣，
但東西全部變的單價很高
讓人不免覺得點爭鮮的設制是不是急著想回本裝備?
而失去原本提供平價爭鮮壽司的原意
吃的結帳是去吃日本料理店的價格
但是東西跟日本料理店比真的還是差一截
以往爭鮮的熱門喜歡吃的壽司、小菜全都沒了

其實基本上沒有什麼需要到服務人員，
但是尋問店員要哪裡取單，態度不耐煩
掛著名牌上面寫組長結帳的服務態度也一樣讓人覺得滿臉蠻不悦
其實不太需要接觸到客人了，
但還是能讓人感受到服務態度不好

所以全部總結下來，讓人蠻失望的",negative
好吃好吃太好吃了😋 …,positive
鹽烤鯖魚。干貝盛,positive
"点爭鮮引進現在日本大多連鎖型壽司的點餐方式，可不造成浪費，且精確的給予顧客需要的餐點。
內部擺設大多翻新，座位也有許多雙人座，空間規劃算是很不錯的。
不過不得不提的是，照理說縮減了大多成本付出，生魚片水準應該要維持，可以提升肉質的話更好，但可能是因為今天的生魚片不夠新鮮，覺得大多的魚肉吃起來有股魚腥味，否則就是魚肉吃起來鬆散，魚肉肉質並不不是那麼好，覺得有些可惜。",positive
孩子的天堂，好吃又好玩,positive
今天剛去吃過，看完大家的評論，發現想說的都差不多被講完了，食材的少樣化，讓喜歡吃握壽司的我幾乎沒東西可以點。品項都變貴了，讓我感覺多付錢只是為了這點新鮮感，那我寧願回去吃以前的爭鮮。雖然有多了幾項爭鮮沒有的甜點跟炸物還有壽司，但說真的沒有讓人有驚豔的感覺，然後座位也變擠變小了。總結一句話，這輩子應該不會再踏進去了，假如有人請客，也會建議不要選這間，要不是至少要選一顆星評論，我一定連一顆星都不會給。對了，還有服務態度也是非常讓人無言，新開幕的活動ＤＭ明明寫滿300折扣100到6/30，結果結帳時問了櫃檯結帳人員，第一次得到的回覆是已經過期，拿著ＤＭ給他看說這邊寫活動到6/30，結過竟然說因為開幕日期有延後，所以活動取消了.......奇怪了，你們延後開幕關我們客人什麼事？假如活動取消，那為什麼ＤＭ還要放在櫃檯？,negative
好吃 很好玩,positive
